uai,school_name,school_level,code_commune,commune,epci_code,epci_nom,code_departement,departement,students_total,latitude,longitude,nearest_transit_hub_id,nearest_transit_hub,nearest_transit_modes,nearest_transit_distance_km,active_transit_hubs_within_500m,active_transit_hubs_within_1000m,weekday_trips_within_500m,weekday_trips_within_1000m
0020088K,Lycée professionnel Camille Claudel,Lycée pro / BTS,02722,Soissons,240200477,Communauté d'agglomération GrandSoissons Agglomération,02,02 - Aisne,442,49.378384,3.323789,02:04272,SOISSONS - JJ ROUSSEAU,bus,0.212,6,14,69,235
0020492Z,Lycée professionnel Saint-Vincent-de-Paul,Collège + Lycée pro / BTS,02722,Soissons,240200477,Communauté d'agglomération GrandSoissons Agglomération,02,02 - Aisne,377,49.376155,3.33604,02:04018,SOISSONS - MOLIERE,bus | rail,0.368,4,8,93,314
0021267S,Ecole primaire La Fontaine du Dragon,École,02770,Vauxbuin,240200477,Communauté d'agglomération GrandSoissons Agglomération,02,02 - Aisne,69,49.359374,3.295129,STOPAREA:02:0019,SOISSONS - LE CORBUSIER CITE SCOL,,1.569,0,0,0,0
0021837L,Ecole maternelle,École,02780,Venizel,240200477,Communauté d'agglomération GrandSoissons Agglomération,02,02 - Aisne,36,49.364293,3.397451,02:00847,BILLY S/ A. - CROISEMENT,bus,0.515,0,3,0,33
0021572Y,Ecole élémentaire René Lefèvre,École,02780,Venizel,240200477,Communauté d'agglomération GrandSoissons Agglomération,02,02 - Aisne,86,49.366759,3.397371,02:00847,BILLY S/ A. - CROISEMENT,bus,0.667,0,3,0,33
0022097U,Ecole primaire Jean Macé,École,02805,Villeneuve-Saint-Germain,240200477,Communauté d'agglomération GrandSoissons Agglomération,02,02 - Aisne,141,49.379309,3.35595,02:01170,SOISSONS - BLD GAMBETTA,,1.702,0,0,0,0
0022076W,Ecole primaire Jean Zay,École,02805,Villeneuve-Saint-Germain,240200477,Communauté d'agglomération GrandSoissons Agglomération,02,02 - Aisne,77,49.377373,3.342669,02:01170,SOISSONS - BLD GAMBETTA,bus | rail,0.77,0,6,0,148
0021630L,Ecole primaire,École,02083,Beuvardes,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,143,49.138852,3.487519,02:00933,BEUVARDES - 5 RUE DE LA CROISETTE,bus,0.056,2,3,10,17
0020153F,Ecole primaire,École,02114,Brasles,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,163,49.04806,3.42728,02:00825,BRASLES - MAIRIE,bus,0.051,2,6,14,39
0020116R,Ecole primaire,École,02085,Bézu-Saint-Germain,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,76,49.108245,3.40857,02:00188,BEZU ST G. - PLACE MAIRIE ABRI,bus,0.013,1,1,32,32
0021758A,Ecole maternelle,École,02187,Chierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,60,49.040206,3.4276,02:00252,CHIERRY - ABRI,bus,0.21,2,7,15,44
0020281V,Ecole élémentaire,École,02187,Chierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,102,49.04043,3.42807,02:00252,CHIERRY - ABRI,bus,0.193,2,7,15,44
0021724N,Collège Jean Racine,Collège,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,1354,49.041692,3.401663,02:00195,CHATEAU T. - PLACE THIERS,bus | rail,0.108,7,15,85,282
0021826Z,Collège Jean Rostand,Collège,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,1542,49.058542,3.383934,02:00191,CHATEAU T. - CES JEAN ROSTAND,bus,0.068,1,4,36,87
0020468Y,Collège Saint-Joseph,Collège,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,646,49.042023,3.399371,02:00195,CHATEAU T. - PLACE THIERS,bus | rail,0.148,7,15,85,292
0021777W,Ecole maternelle Bois Blanchard,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,140,49.061301,3.387878,02:00191,CHATEAU T. - CES JEAN ROSTAND,bus,0.366,1,3,36,48
0020236W,Ecole maternelle La Madeleine,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,60,49.046072,3.395691,02:00126,CHATEAU T. - CAISSE D'EPARGNE,bus,0.233,4,15,31,298
0021529B,Ecole maternelle Les Vaucrises-Hérissons,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,76,49.047255,3.39027,02:00169,CHATEAU T. - PL. A. BRIAND,bus,0.497,1,10,11,189
0021655N,Ecole maternelle Les Vaucrises-Mauguins,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,96,49.048241,3.38703,02:00190,CHATEAU T. - LYCEE LA FONTAINE,bus,0.384,1,5,39,75
0021672G,Ecole primaire Juge Magnaud,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,197,49.041693,3.38484,02:00168,CHATEAU T. - CASTEL REPOS ABR.,bus,0.259,1,2,14,25
0021728T,Ecole primaire Les Chesneaux,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,181,49.052555,3.399701,02:00193,CHATEAU T. - CITE TECH J.VERNE,bus,0.063,3,13,60,225
0020242C,Ecole primaire Les Filoirs,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,190,49.041909,3.407481,02:00838,CHATEAU T. - PLACE PAUL DOUMER,bus | rail,0.251,8,15,224,262
0020241B,Ecole primaire Louise Michel,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,144,49.04241,3.40163,02:00195,CHATEAU T. - PLACE THIERS,bus | rail,0.038,8,15,164,282
0021604H,Ecole primaire privée Sainte Marie Madeleine,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,291,49.041342,3.394911,02:00169,CHATEAU T. - PL. A. BRIAND,bus,0.267,3,11,58,199
0021809F,Ecole élémentaire Bois Blanchard,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,272,49.061221,3.38749,02:00191,CHATEAU T. - CES JEAN ROSTAND,bus,0.339,1,3,36,48
0020235V,Ecole élémentaire La Madeleine,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,118,49.045972,3.39668,02:00126,CHATEAU T. - CAISSE D'EPARGNE,bus,0.172,5,14,76,284
0021528A,Ecole élémentaire Les Vaucrises-Hérissons,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,177,49.047299,3.38949,02:00169,CHATEAU T. - PL. A. BRIAND,bus,0.52,0,8,0,107
0021654M,Ecole élémentaire Les Vaucrises-Mauguins,École,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,119,49.048241,3.38703,02:00190,CHATEAU T. - LYCEE LA FONTAINE,bus,0.384,1,5,39,75
0021869W,Lycée Saint-Joseph,Lycée GT + Lycée pro / BTS,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,92,49.04226,3.40082,02:00195,CHATEAU T. - PLACE THIERS,bus | rail,0.048,7,15,85,282
0020012C,Lycée polyvalent Jean de La Fontaine,Lycée GT + Lycée pro / BTS,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,1336,49.051714,3.38442,02:00190,CHATEAU T. - LYCEE LA FONTAINE,bus,0.164,1,3,39,76
0021939X,Lycée polyvalent Jules Verne,Collège + Lycée GT + Lycée pro / BTS,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,709,49.053851,3.4004,02:00193,CHATEAU T. - CITE TECH J.VERNE,bus,0.092,3,7,60,83
0021999M,Lycée professionnel Saint-Joseph,Lycée pro / BTS,02168,Château-Thierry,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,46,49.04247,3.40088,02:00195,CHATEAU T. - PLACE THIERS,bus | rail,0.028,8,15,164,282
0020277R,Ecole élémentaire,École,02185,Chézy-en-Orxois,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,33,49.124077,3.18181,02:01091,CHEZY EN O. - 1 RUE DU MONT,bus,0.039,1,1,2,2
0021948G,Ecole maternelle Le Géant,École,02203,Coincy,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,67,49.16066,3.41978,02:00197,COINCY  - ABRI MAIRIE,bus,0.101,2,2,24,24
0021710Y,Ecole élémentaire Jean Moulin,École,02203,Coincy,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,115,49.159101,3.418023,02:00197,COINCY  - ABRI MAIRIE,bus,0.284,2,2,24,24
0020016G,Collège de la Faye,Collège,02209,Condé-en-Brie,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,670,49.005288,3.54821,02:00241,CONDE EN B. - COLLEGE,bus,0.298,3,5,17,26
0021537K,Ecole primaire,École,02209,Condé-en-Brie,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,175,49.003669,3.556769,02:00256,CONDE EN B. - ECOLE PRIMAIRE,bus,0.107,5,6,26,30
0020561Z,Ecole élémentaire,École,02213,Connigis,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,18,49.030827,3.53229,02:00223,CONNIGIS - PLACE,bus,0.145,1,4,7,20
0020573M,Ecole primaire,École,02220,Coulonges-Cohan,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,68,49.201662,3.63593,02:01593,CHERY C. - ECOLE ABRI,,6.805,0,0,0,0
0022169X,Ecole primaire l'Arc en Ciel,École,02228,Courtemont-Varennes,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,155,49.074134,3.54333,02:01263,COURTEMONT V. - ABRI,bus,0.066,2,3,13,19
0021673H,Ecole primaire Les Hirondelles,École,02239,Crézancy,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,100,49.048956,3.51245,02:00244,CREZANCY - LYCEE AGRICOLE,bus,0.199,2,3,19,28
0020408H,Ecole primaire Charles Bourgeois,École,02279,Epaux-Bézu,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,69,49.1091,3.34702,02:04943,ETREPILLY - 2 RTE DE CHAT THIERRY,,2.778,0,0,0,0
0021794P,Ecole maternelle Lucien Delage,École,02290,Essômes-sur-Marne,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,72,49.027142,3.369637,02:00167,ESSOMES S/ M. - 43B RUE FOURRIER,bus,0.379,2,3,18,20
0021793N,Ecole élémentaire,École,02290,Essômes-sur-Marne,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,99,49.03115,3.375031,02:01202,ESSOMES S/ M. - PLACE FERREOL,bus,0.144,1,2,16,18
0021585M,Ecole primaire,École,02292,Etampes-sur-Marne,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,148,49.034138,3.41894,02:00250,ETAMPES S/ M. - ABRI MAIRIE,bus | rail,0.06,4,7,25,96
0020540B,Ecole maternelle,École,02328,Fossoy,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,44,49.048946,3.48362,02:00231,FOSSOY - DEVANT ECOLE,bus,0.054,2,3,11,18
0020024R,Collège Anne de Montmorency,Collège,02305,Fère-en-Tardenois,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,978,49.198905,3.50694,02:00948,FERE EN T. - 25 RUE A. BRIAND,bus,0.503,0,6,0,30
0022010Z,Ecole maternelle Fabre d'Eglantine,École,02305,Fère-en-Tardenois,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,106,49.200251,3.50903,02:00948,FERE EN T. - 25 RUE A. BRIAND,bus,0.305,6,7,30,67
0021607L,Ecole primaire privée Sainte-Famille,École,02305,Fère-en-Tardenois,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,196,49.200194,3.51269,02:05158,FERE EN TARDENOIS -GROUPAMA(PROV),bus,0.07,6,6,30,30
0020459N,Ecole élémentaire Jules Ferry,École,02305,Fère-en-Tardenois,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,202,49.199508,3.5096,02:00948,FERE EN T. - 25 RUE A. BRIAND,bus,0.302,6,6,30,30
0021056M,Ecole primaire,École,02339,Gandelu,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,92,49.093816,3.18272,02:01541,GANDELU - ECOLE,bus,0.042,2,3,2,4
0021375J,Ecole élémentaire,École,02524,Mont-Saint-Père,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,41,49.074839,3.49163,02:00841,MONT ST P. - CENTRE,bus,0.233,1,4,9,27
0020733L,Ecole maternelle,École,02510,Monthurel,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,20,49.022779,3.545828,02:00222,MONTHUREL - ABRI,bus,0.074,1,1,4,4
0020735N,Ecole élémentaire,École,02512,Montigny-l'Allier,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,18,49.111811,3.10192,STOPAREA:60:2235,NEUFCHELLES - Ecole,,2.927,0,0,0,0
0020692S,Ecole élémentaire,École,02484,Mézy-Moulins,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,47,49.059645,3.520019,02:00228,MEZY MOULINS - MOULINS,bus,0.087,1,1,8,8
0021394E,Ecole primaire de La Dhuys,École,02540,Nesles-la-Montagne,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,85,49.01898,3.42324,02:00158,NOGENTEL - LA BARONNE,,1.329,0,0,0,0
0020038F,Collège Joseph Boury,Collège,02543,Neuilly-Saint-Front,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,770,49.170548,3.26817,02:00106,NEUILLY ST F. - X 973 ET D82,bus,0.453,1,3,1,30
0021738D,Ecole maternelle,École,02543,Neuilly-Saint-Front,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,100,49.171386,3.26807,02:00106,NEUILLY ST F. - X 973 ET D82,bus,0.503,0,3,0,30
0021617X,Ecole primaire privée Jeanne d'Arc,École,02543,Neuilly-Saint-Front,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,103,49.169427,3.2626,02:00106,NEUILLY ST F. - X 973 ET D82,bus,0.113,3,3,30,30
0021398J,Ecole élémentaire Marcel Roger,École,02543,Neuilly-Saint-Front,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,188,49.171022,3.2662,02:00106,NEUILLY ST F. - X 973 ET D82,bus,0.378,3,3,30,30
0021413A,Ecole primaire Alfred Beaufort,École,02554,Nogentel,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,110,49.01861,3.40765,02:00158,NOGENTEL - LA BARONNE,bus,0.281,1,2,2,4
0020810V,Ecole élémentaire,École,02677,Saint-Eugène,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,20,49.022314,3.53197,02:00242,ST EUGENE - PLACE ECOLE,bus,0.072,2,2,9,9
0021644B,Ecole primaire,École,02748,Trélou-sur-Marne,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,78,49.076034,3.60977,02:00827,TRELOU S/ M. - ABRI,bus,0.095,1,1,4,4
0021282H,Ecole primaire,École,02781,Verdilly,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,32,49.073011,3.423867,02:00946,VERDILLY - PL. DE LA MAIRIE,bus,0.061,1,3,10,15
0021339V,Ecole primaire,École,02816,Villers-sur-Fère,200072031,Communauté d'agglomération de la Région de Château-Thierry,02,02 - Aisne,49,49.182972,3.53379,02:00978,VILLERS S/ F. - PLACE ABRI,bus,0.014,1,1,3,3
0021707V,Ecole maternelle Jacques Camus,École,02028,Athies-sous-Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,95,49.575052,3.680991,02:03099,ATHIES /S L. - PLACE ABRI,bus,0.475,1,1,49,49
0021550Z,Ecole élémentaire Jacques Camus,École,02028,Athies-sous-Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,145,49.570867,3.68632,02:03099,ATHIES /S L. - PLACE ABRI,bus,0.169,1,1,49,49
0021827A,Ecole primaire,École,02037,Aulnois-sous-Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,127,49.611861,3.608409,02:00492,AULNOIS /S L. - ABRI ECOLE DU CEN,bus,0.011,2,3,68,102
0021770N,Ecole primaire,École,02128,Bruyères-et-Montbérault,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,215,49.524956,3.66476,02:00787,BRUYERES ET M. -  ABRI,bus,0.186,2,2,21,21
0020198E,Ecole primaire,École,02153,Cessières-Suzy,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,63,49.558193,3.496601,02:00539,CESSIERES - ABRI ECOLE,bus,0.012,1,1,15,15
0021212G,Ecole élémentaire,École,02153,Cessières-Suzy,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,15,49.55942,3.496867,02:00539,CESSIERES - ABRI ECOLE,bus,0.126,1,1,15,15
0020201H,Ecole primaire Ensemble scolaire Monique et Gérard Mathieu,École,02157,Chambry,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,44,49.590884,3.65438,02:00418,CHAMBRY - ARRET,bus,0.028,1,1,11,11
0020203K,Ecole primaire Les Deux Vallées,École,02158,Chamouille,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,174,49.471599,3.66743,02:02398,CHAMOUILLE - ECOLE,bus,0.06,1,1,6,6
0020288C,Ecole primaire,École,02191,Chivy-lès-Etouvelles,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,57,49.526282,3.58447,02:00590,CHIVY LES E. - CHIVY,bus,0.009,2,3,7,12
0021634R,Ecole primaire Victor Schoelcher,École,02238,Crépy,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,180,49.603768,3.51369,02:00056,CREPY - PL. ST PIERRE,bus,0.264,2,3,64,96
0020411L,Ecole primaire,École,02282,Eppes,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,30,49.556057,3.73809,02:00918,EPPES -ABRI,bus,0.172,1,1,34,34
0020512W,Ecole primaire,École,02309,Festieux,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,68,49.522007,3.755939,02:05093,FESTIEUX - GRANDE RUE,bus,0.54,0,1,0,16
0020090M,Collège Charlemagne,Collège,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,1294,49.562295,3.64085,02:00043,LAON - COLL.CHARLEMAGNE,bus,0.089,2,4,57,103
0021598B,Collège Jean Mermoz,Collège,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,1230,49.567034,3.597115,02:00040,LAON - COLL. J. MERMOZ,bus,0.274,3,4,79,139
0020471B,Collège La Providence,Collège,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,252,49.563504,3.62241,02:00485,LAON - INSTITUTION  LA PROVIDENCE,bus | rail,0.076,1,5,2,431
0021685W,Collège Les Frères Le Nain,Collège,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,590,49.561321,3.61227,02:00047,LAON - COLL LENAIN,bus,0.084,2,3,109,111
0020986L,Ecole maternelle Anatole France,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,54,49.570047,3.60034,02:00575,LAON - LA NEUVILLE CFA,bus,0.35,2,4,44,139
0021649G,Ecole maternelle Hélène Boucher,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,83,49.56476,3.645191,02:00043,LAON - COLL.CHARLEMAGNE,bus,0.4,1,4,25,103
0021481Z,Ecole maternelle Jean de La Fontaine,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,79,49.550099,3.62693,02:00789,LAON - ARDON PLACE,bus,0.235,1,1,14,14
0021815M,Ecole maternelle Moulin Roux,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,47,49.569565,3.647302,02:04915,LAON - 71 AV.  GENERAL DE GAULLE,bus,0.298,2,4,46,77
0020998Z,Ecole maternelle Saint-Exupéry,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,81,49.567348,3.64515,02:04915,LAON - 71 AV.  GENERAL DE GAULLE,bus,0.256,2,4,46,103
0020982G,Ecole maternelle d'application Louise Macault,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,94,49.568757,3.61593,StopArea:OCE87296012,Laon,bus | rail,0.639,0,5,0,431
0020976A,Ecole maternelle de La Cité,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,93,49.576748,3.631741,02:00453,LAON - PONT DE VAUX TUL,bus | rail,0.66,0,4,0,326
0022095S,Ecole primaire Ardon,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,114,49.549459,3.62729,02:00789,LAON - ARDON PLACE,bus,0.177,1,1,14,14
0020988N,Ecole primaire Champfleury,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,62,49.563205,3.62859,02:00485,LAON - INSTITUTION  LA PROVIDENCE,bus | rail,0.495,1,6,2,381
0020993U,Ecole primaire Gilbert Lobjois,École,02408,Laon,200043495,Communauté d'agglomération du Pays de Laon,02,02 - Aisne,146,49.568117,3.627939,02:00044,LAON - GARE ROUTIERE,bus | rail,0.26,3,5,322,356
